TPLsp_append,OrganismType,SpeciesAuthor,Kingdom,Phylum,Class,Order,Family,SpeciesAccepted,Taxonomic.status,TPLsp
Aechmea magdalenae,Herbaceous perennial,Aechmea_magdalenae,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea magdalenae,Accepted,Aechmea magdalenae
Aechmea nudicaulis,Herbaceous perennial,Aechmea_nudicaulis,Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea nudicaulis,Accepted,Aechmea nudicaulis
Aegilops triuncialis,Herbaceous perennial,Aegilops_triuncialis,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Aegilops triuncialis,Accepted,Aegilops triuncialis
Agrimonia eupatoria,Herbaceous perennial,Agrimonia_eupatoria,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Agrimonia eupatoria,Accepted,Agrimonia eupatoria
Agropyron cristatum,Herbaceous perennial,Agropyron_cristatum,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agropyron cristatum,Accepted,Agropyron cristatum
Agropyron cristatum,Herbaceous perennial,Agropyron_cristatum_2,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agropyron cristatum,Accepted,Agropyron cristatum
Elymus repens,Herbaceous perennial,Agropyron_repens,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Elymus repens,Accepted,Elymus repens
Agrostis capillaris,Herbaceous perennial,Agrostis_capillaris,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Agrostis capillaris,Accepted,Agrostis capillaris
Alliaria petiolata,Herbaceous perennial,Alliaria_petiolata,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria petiolata,Accepted,Alliaria petiolata
Alliaria petiolata,Herbaceous perennial,Alliaria_petiolata_2,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria petiolata,Accepted,Alliaria petiolata
Alliaria petiolata,Herbaceous perennial,Alliaria_petiolata_3,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria petiolata,Accepted,Alliaria petiolata
Alliaria petiolata,Herbaceous perennial,Alliaria_petiolata_4,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria petiolata,Accepted,Alliaria petiolata
Alliaria petiolata,Herbaceous perennial,Alliaria_petiolata_5,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria petiolata,Accepted,Alliaria petiolata
Alliaria petiolata,Herbaceous perennial,Alliaria_petiolata_6,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria petiolata,Accepted,Alliaria petiolata
Alliaria petiolata,Herbaceous perennial,Alliaria_petiolata_7,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Alliaria petiolata,Accepted,Alliaria petiolata
Allium monanthum,Herbaceous perennial,Allium_monanthum,Plantae,Magnoliophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium monanthum,Accepted,Allium monanthum
Allium monanthum,Herbaceous perennial,Allium_monanthum_2,Plantae,Magnoliophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium monanthum,Accepted,Allium monanthum
Allium sativum,Herbaceous perennial,Allium_sativum,Plantae,Magnoliophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium sativum,Accepted,Allium sativum
Allium tricoccum,Herbaceous perennial,Allium_tricoccum,Plantae,Magnoliophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium tricoccum,Accepted,Allium tricoccum
Allium vineale,Herbaceous perennial,Allium_vineale,Plantae,Magnoliophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium vineale,Accepted,Allium vineale
Alternanthera philoxeroides,Herbaceous perennial,Alternanthera_philoxeroides,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Amaranthaceae,Alternanthera philoxeroides,Accepted,Alternanthera philoxeroides
Anacamptis pyramidalis,Herbaceous perennial,Anacamptis_pyramidalis,Plantae,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Anacamptis pyramidalis,Accepted,Anacamptis pyramidalis
Anarrhinum fruticosum,Herbaceous perennial,Anarrhinum_fruticosum,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Plantaginaceae,Anarrhinum fruticosum,Accepted,Anarrhinum fruticosum
Anchusa crispa,Herbaceous perennial,Anchusa_sardoa,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,Anchusa crispa,Accepted,Anchusa crispa
Andropogon gerardii,Herbaceous perennial,Andropogon_gerardii,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Andropogon gerardii,Accepted,Andropogon gerardii
Schizachyrium sanguineum,Herbaceous perennial,Andropogon_semiberbis,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Schizachyrium sanguineum,Accepted,Schizachyrium sanguineum
Vitaliana primuliflora,Herbaceous perennial,Androsace_vitaliana,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Primulaceae,Vitaliana primuliflora,Accepted,Vitaliana primuliflora
Hepatica nobilis,Herbaceous perennial,Anemone_americana,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Hepatica nobilis obtusa,Accepted,Hepatica nobilis
Anemone patens,Herbaceous perennial,Anemone_patens,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone patens,Accepted,Anemone patens
Anthericum liliago,Herbaceous perennial,Anthericum_liliago,Plantae,Magnoliophyta,Liliopsida,Asparagales,Asparagaceae,Anthericum liliago,Accepted,Anthericum liliago
Anthericum ramosum,Herbaceous perennial,Anthericum_ramosum,Plantae,Magnoliophyta,Liliopsida,Asparagales,Asparagaceae,Anthericum ramosum,Accepted,Anthericum ramosum
Anthoxanthum odoratum,Herbaceous perennial,Anthoxanthum_odoratum,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Anthoxanthum odoratum,Accepted,Anthoxanthum odoratum
Anthyllis vulneraria,Herbaceous perennial,Anthyllis_vulneraria,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Anthyllis vulneraria,Accepted,Anthyllis vulneraria
Anthyllis vulneraria,Herbaceous perennial,Anthyllis_vulneraria_2,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Anthyllis vulneraria,Accepted,Anthyllis vulneraria
Anthyllis vulneraria,Herbaceous perennial,Anthyllis_vulneraria_3,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Anthyllis vulneraria,Accepted,Anthyllis vulneraria
Anthyllis vulneraria,Herbaceous perennial,Anthyllis_vulneraria_subsp._alpicola,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Anthyllis vulneraria alpicola,Accepted,Anthyllis vulneraria
Antirrhinum molle,Herbaceous perennial,Antirrhinum_lopesianum,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Acanthaceae,Antirrhinum molle lopesianum,Accepted,Antirrhinum molle
Antirrhinum subbaeticum,Herbaceous perennial,Antirrhinum_subbaeticum,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Plantaginaceae,Antirrhinum subbaeticum,Unresolved,Antirrhinum subbaeticum
Aquilegia chrysantha,Herbaceous perennial,Aquilegia_chaplinei,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia chrysantha chaplinei,Accepted,Aquilegia chrysantha
Aquilegia chrysantha,Herbaceous perennial,Aquilegia_chrysantha,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia chrysantha,Accepted,Aquilegia chrysantha
Aquilegia longissima,Herbaceous perennial,Aquilegia_longissima,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia longissima,Accepted,Aquilegia longissima
Aquilegia sp.,Herbaceous perennial,Aquilegia_sp.,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia sp.,,Aquilegia sp.
Arabidopsis lyrata,Herbaceous perennial,Arabidopsis_lyrata,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis lyrata,Accepted,Arabidopsis lyrata
Arabis alpina,Herbaceous perennial,Arabis_alpina,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis alpina,Accepted,Arabis alpina
Boechera fecunda,Herbaceous perennial,Arabis_fecunda,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Boechera fecunda,Accepted,Boechera fecunda
Arctophila fulva,Herbaceous perennial,Arctophila_fulva_var._pendulina,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Arctophila fulva,Accepted,Arctophila fulva
Arenaria grandiflora,Herbaceous perennial,Arenaria_bolosii,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria grandiflora bolosii,Accepted,Arenaria grandiflora
Arisaema serratum,Herbaceous perennial,Arisaema_serratum,Plantae,Magnoliophyta,Liliopsida,Alismatales,Araceae,Arisaema serratum,Accepted,Arisaema serratum
Arisaema triphyllum,Herbaceous perennial,Arisaema_triphyllum,Plantae,Magnoliophyta,Liliopsida,Alismatales,Araceae,Arisaema triphyllum,Accepted,Arisaema triphyllum
Aristida bipartita,Herbaceous perennial,Aristida_bipartita,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Aristida bipartita,Accepted,Aristida bipartita
Armeria caespitosa,Herbaceous perennial,Armeria_caespitosa,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria caespitosa,Accepted,Armeria caespitosa
Armeria maritima,Herbaceous perennial,Armeria_maritima,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria maritima,Accepted,Armeria maritima
Armeria merinoi,Herbaceous perennial,Armeria_merinoi,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria merinoi,Accepted,Armeria merinoi
Arnica angustifolia,Herbaceous perennial,Arnica_angustifolia,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Arnica angustifolia,Accepted,Arnica angustifolia
Artemisia genipi,Herbaceous perennial,Artemisia_genipi,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Artemisia genipi,Accepted,Artemisia genipi
Asarum canadense,Herbaceous perennial,Asarum_canadense,Plantae,Magnoliophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum canadense,Accepted,Asarum canadense
Asclepias meadii,Herbaceous perennial,Asclepias_meadii,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias meadii,Accepted,Asclepias meadii
Asclepias meadii,Herbaceous perennial,Asclepias_meadii_2,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias meadii,Accepted,Asclepias meadii
Aster amellus,Herbaceous perennial,Aster_amellus,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Aster amellus,Accepted,Aster amellus
Aster kantoensis,Herbaceous perennial,Aster_kantoensis,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Aster kantoensis,Accepted,Aster kantoensis
Aster pyrenaeus,Herbaceous perennial,Aster_pyrenaeus,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Aster pyrenaeus,Accepted,Aster pyrenaeus
Astragalus alopecurus,Herbaceous perennial,Astragalus_alopecurus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus alopecurus,Accepted,Astragalus alopecurus
Astragalus cottonii,Herbaceous perennial,Astragalus_australis_var._olympicus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus cottonii,Accepted,Astragalus cottonii
Astragalus bibullatus,Herbaceous perennial,Astragalus_bibullatus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus bibullatus,Accepted,Astragalus bibullatus
Astragalus cremnophylax,Herbaceous perennial,Astragalus_cremnophylax_var._cremnophylax,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus cremnophylax,Accepted,Astragalus cremnophylax
Astragalus michauxii,Herbaceous perennial,Astragalus_michauxii,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus michauxii,Accepted,Astragalus michauxii
Astragalus microcymbus,Herbaceous perennial,Astragalus_microcymbus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus microcymbus,Accepted,Astragalus microcymbus
Astragalus peckii,Herbaceous perennial,Astragalus_peckii,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus peckii,Accepted,Astragalus peckii
Astragalus scaphoides,Herbaceous perennial,Astragalus_scaphoides,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus scaphoides,Accepted,Astragalus scaphoides
Astragalus scaphoides,Herbaceous perennial,Astragalus_scaphoides_2,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus scaphoides,Accepted,Astragalus scaphoides
Astragalus scaphoides,Herbaceous perennial,Astragalus_scaphoides_3,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus scaphoides,Accepted,Astragalus scaphoides
Astragalus scaphoides,Herbaceous perennial,Astragalus_scaphoides_4,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus scaphoides,Accepted,Astragalus scaphoides
Astragalus tremolsianus,Herbaceous perennial,Astragalus_tremolsianus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus tremolsianus,Accepted,Astragalus tremolsianus
Astragalus tyghensis,Herbaceous perennial,Astragalus_tyghensis,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Astragalus tyghensis,Accepted,Astragalus tyghensis
Rytidosperma caespitosum,Herbaceous perennial,Austrodanthonia_caespitosa,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Austrodanthonia caespitosa,Synonym,Rytidosperma caespitosum
Stipa aristiglumis,Herbaceous perennial,Austrostipa_aristiglumis,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Stipa aristiglumis,Accepted,Stipa aristiglumis
Balduina angustifolia,Herbaceous perennial,Balduina_angustifolia,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Balduina angustifolia,Accepted,Balduina angustifolia
Balsamorhiza sagittata,Herbaceous perennial,Balsamorhiza_sagittata,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Balsamorhiza sagittata,Accepted,Balsamorhiza sagittata
Boltonia decurrens,Herbaceous perennial,Boltonia_decurrens,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Boltonia decurrens,Accepted,Boltonia decurrens
Dioscorea chouardii,Herbaceous perennial,Borderea_chouardii,Plantae,Magnoliophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea chouardii,Accepted,Dioscorea chouardii
Dioscorea pyrenaica,Herbaceous perennial,Borderea_pyrenaica,Plantae,Magnoliophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea pyrenaica,Accepted,Dioscorea pyrenaica
Bothriochloa insculpta,Herbaceous perennial,Bothriochloa_insculpta,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bothriochloa insculpta,Accepted,Bothriochloa insculpta
Bothriochloa ischaemum,Herbaceous perennial,Bothriochloa_ischaemum,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bothriochloa ischaemum,Accepted,Bothriochloa ischaemum
Bouteloua rigidiseta,Herbaceous perennial,Bouteloua_rigidiseta,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Bouteloua rigidiseta,Accepted,Bouteloua rigidiseta
Brassica insularis,Herbaceous perennial,Brassica_insularis,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica insularis,Accepted,Brassica insularis
Braya fernaldii,Herbaceous perennial,Braya_fernaldii,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Braya fernaldii,Accepted,Braya fernaldii
Braya longii,Herbaceous perennial,Braya_longii,Plantae,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Braya longii,Accepted,Braya longii
Calamagrostis canescens,Herbaceous perennial,Calamagrostis_canescens,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis canescens,Accepted,Calamagrostis canescens
Calamagrostis epigejos,Herbaceous perennial,Calamagrostis_epigeios,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis epigejos,Accepted,Calamagrostis epigejos
Calamagrostis epigejos,Herbaceous perennial,Calamagrostis_epigeios_2,Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Calamagrostis epigejos,Accepted,Calamagrostis epigejos
Calathea crotalifera,Herbaceous perennial,Calathea_crotalifera,Plantae,Tracheophyta,Liliopsida,Zingiberales,Marantaceae,Calathea crotalifera,Accepted,Calathea crotalifera
Calathea marantifolia,Herbaceous perennial,Calathea_marantifolia,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Marantaceae,Calathea marantifolia,Accepted,Calathea marantifolia
Calathea micans,Herbaceous perennial,Calathea_micans,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Marantaceae,Calathea micans,Accepted,Calathea micans
Calathea ovandensis,Herbaceous perennial,Calathea_ovandensis,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Marantaceae,Calathea ovandensis,Accepted,Calathea ovandensis
Calochortus albus,Herbaceous perennial,Calochortus_albus,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Calochortus albus,Accepted,Calochortus albus
Calochortus lyallii,Herbaceous perennial,Calochortus_lyallii,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Calochortus lyallii,Accepted,Calochortus lyallii
Calochortus lyallii,Herbaceous perennial,Calochortus_lyallii_2,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Calochortus lyallii,Accepted,Calochortus lyallii
Calochortus macrocarpus,Herbaceous perennial,Calochortus_macrocarpus,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Calochortus macrocarpus,Accepted,Calochortus macrocarpus
Calochortus obispoensis,Herbaceous perennial,Calochortus_obispoensis,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Calochortus obispoensis,Accepted,Calochortus obispoensis
Calochortus pulchellus,Herbaceous perennial,Calochortus_pulchellus,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Calochortus pulchellus,Accepted,Calochortus pulchellus
Calochortus tiburonensis,Herbaceous perennial,Calochortus_tiburonensis,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Calochortus tiburonensis,Accepted,Calochortus tiburonensis
Carduus nutans,Herbaceous perennial,Carduus_nutans,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Carduus nutans,Accepted,Carduus nutans
Carduus nutans,Herbaceous perennial,Carduus_nutans_2,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Carduus nutans,Accepted,Carduus nutans
Carduus nutans,Herbaceous perennial,Carduus_nutans_3,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Carduus nutans,Accepted,Carduus nutans
Carduus nutans,Herbaceous perennial,Carduus_nutans_4,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Carduus nutans,Accepted,Carduus nutans
Carex aquatilis,Herbaceous perennial,Carex_aquatilis_subsp._stans,Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Carex aquatilis minor,Accepted,Carex aquatilis
Carex bigelowii,Herbaceous perennial,Carex_bigelowii,Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Carex bigelowii,Accepted,Carex bigelowii
Carex humilis,Herbaceous perennial,Carex_humilis,Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Carex humilis,Accepted,Carex humilis
Carex membranacea,Herbaceous perennial,Carex_membranacea,Plantae,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Carex membranacea,Accepted,Carex membranacea
Carlina vulgaris,Herbaceous perennial,Carlina_vulgaris,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Carlina vulgaris,Accepted,Carlina vulgaris
Carlina vulgaris,Herbaceous perennial,Carlina_vulgaris_2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carlina vulgaris,Accepted,Carlina vulgaris
Carum carvi,Herbaceous perennial,Carum_carvi,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Carum carvi,Accepted,Carum carvi
Centaurea corymbosa,Herbaceous perennial,Centaurea_corymbosa,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Centaurea corymbosa,Accepted,Centaurea corymbosa
Centaurea horrida,Herbaceous perennial,Centaurea_horrida,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Centaurea horrida,Accepted,Centaurea horrida
Centaurea jacea,Herbaceous perennial,Centaurea_jacea,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Centaurea jacea,Accepted,Centaurea jacea
Centaurea podospermifolia,Herbaceous perennial,Centaurea_maculosa,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Centaurea podospermifolia,Accepted,Centaurea podospermifolia
Centaurea stoebe,Herbaceous perennial,Centaurea_stoebe_2,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Centaurea stoebe,Accepted,Centaurea stoebe
Cephalanthera damasonium,Herbaceous perennial,Cephalanthera_damasonium,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cephalanthera damasonium,Accepted,Cephalanthera damasonium
Cephalanthera longifolia,Herbaceous perennial,Cephalanthera_longifolia,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cephalanthera longifolia,Accepted,Cephalanthera longifolia
Chaerophyllum aureum,Herbaceous perennial,Chaerophyllum_aureum,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Chaerophyllum aureum,Accepted,Chaerophyllum aureum
Chamaecrista fasciculata,Herbaceous perennial,Chamaecrista_fasciculata,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Chamaecrista fasciculata,Accepted,Chamaecrista fasciculata
Chamaecrista lineata,Herbaceous perennial,Chamaecrista_keyensis,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Chamaecrista lineata keyensis,Accepted,Chamaecrista lineata
Chamaelirium luteum,Herbaceous perennial,Chamaelirium_luteum,Plantae,Magnoliophyta,Liliopsida,Liliales,Melanthiaceae,Chamaelirium luteum,Accepted,Chamaelirium luteum
Cheirolophus metlesicsii,Herbaceous perennial,Cheirolophus_metlesicsii,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Cheirolophus metlesicsii,Accepted,Cheirolophus metlesicsii
Actaea elata,Herbaceous perennial,Cimicifuga_elata,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea elata,Accepted,Actaea elata
Actaea cordifolia,Herbaceous perennial,Cimicifuga_rubifolia,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea cordifolia,Accepted,Actaea cordifolia
